Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Gender_encoded,Item Purchased_encoded,Category_encoded,Location_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Payment Method_encoded,Shipping Type_encoded,Discount Applied_encoded,Promo Code Used_encoded,Preferred Payment Method_encoded,Frequency of Purchases_encoded,Is_High_Value,Is_Frequent_Buyer,Has_Subscription,Used_Discount,Used_Promo,Customer_Engagement_Score,Age_Group,Age_Group_encoded,Spending_Per_Purchase,Cluster
988,1.1792689603171647,Male,Handbag,Accessories,-0.5389818167329001,West Virginia,M,Charcoal,Summer,-1.32650135012724,Yes,PayPal,Express,Yes,Yes,1.567880493774752,PayPal,Weekly,1,7,0,47,1,4,2,1,4,1,1,1,4,6,0,1,1,1,1,3,Young Adult,0,-0.20989365277688748,0
989,0.3900880679938937,Male,Pants,Clothing,1.0233627756729875,Ohio,M,Orange,Winter,1.6059230877755069,Yes,Venmo,2-Day Shipping,Yes,Yes,1.498653694810408,PayPal,Fortnightly,1,13,1,34,1,14,3,1,5,0,1,1,4,3,1,1,1,1,1,3,Young Adult,0,0.4095656704242233,0
990,1.7053895551993452,Male,Shoes,Footwear,-1.2145902891246352,Texas,M,Beige,Spring,-0.9075835732839902,Yes,Bank Transfer,Store Pickup,Yes,Yes,-1.6165522585850671,Bank Transfer,Monthly,1,17,2,42,1,0,1,1,0,5,1,1,0,4,0,0,1,1,1,3,Young Adult,0,1.9699713563810672,0
991,0.2585579192733485,Male,Sunglasses,Accessories,0.136626655658835,Washington,S,Yellow,Spring,1.4662838288277562,Yes,PayPal,Store Pickup,Yes,Yes,-0.09356268136950167,Cash,Weekly,1,22,0,46,2,24,1,1,4,5,1,1,1,6,1,0,1,1,1,3,Young Adult,0,0.1507292924184311,0
992,-1.5828641628142834,Male,Shorts,Clothing,1.5722946594912726,Wisconsin,XL,White,Spring,-1.4661406090749896,Yes,Debit Card,Standard,Yes,Yes,1.0140661020600008,Bank Transfer,Bi-Weekly,1,18,1,48,3,23,1,1,3,4,1,1,0,1,1,1,1,1,1,3,,1,0.7806569297219781,0
993,0.1270277705528034,Male,Jacket,Outerwear,1.6567457185402394,Louisiana,M,Gray,Winter,1.1870053109322565,Yes,Credit Card,Express,Yes,Yes,1.7063340917034395,Debit Card,Weekly,1,10,3,17,1,7,3,1,2,1,1,1,3,6,1,1,1,1,1,3,Young Adult,0,0.6121733911637787,1
994,0.45585314235416624,Male,Sandals,Footwear,1.2767159528198881,Iowa,M,Peach,Winter,0.9077267930367576,Yes,Cash,Store Pickup,Yes,Yes,-0.02433588240515777,Cash,Weekly,1,14,2,14,1,15,3,1,1,5,1,1,1,6,1,0,1,1,1,3,Young Adult,0,1.3085609379252192,1
995,0.5873832910747114,Male,Shoes,Footwear,0.3477543032812523,New York,L,Violet,Fall,-0.7679443143362402,Yes,PayPal,Express,Yes,Yes,-0.37046987722687724,Debit Card,Monthly,1,17,2,31,0,22,0,1,4,1,1,1,3,4,1,0,1,1,1,3,Young Adult,0,0.5524029600829442,0
996,-0.004502378167741707,Male,Jewelry,Accessories,0.8544606575750537,Idaho,M,Magenta,Spring,-1.0472228322317403,Yes,Venmo,2-Day Shipping,Yes,Yes,-1.0627378668703162,Venmo,Weekly,1,12,0,11,1,11,1,1,5,0,1,1,5,6,1,0,1,1,1,3,,1,-3.089088900884732,1
997,-0.9909784935718302,Male,Sandals,Footwear,1.318941482344372,Delaware,L,Maroon,Summer,1.6059230877755069,Yes,Bank Transfer,Standard,Yes,Yes,0.4602517103452494,Bank Transfer,Quarterly,1,14,2,7,0,12,2,1,0,4,1,1,0,5,1,1,1,1,1,3,,1,0.9032288563678742,1
998,1.3107991090377098,Male,Pants,Clothing,-1.2568158186491187,Kentucky,M,Cyan,Spring,-0.20938727854524108,Yes,Debit Card,Express,Yes,Yes,0.39102491138090556,Cash,Fortnightly,1,13,1,16,1,5,1,1,3,1,1,1,1,3,0,1,1,1,1,3,Young Adult,0,-0.903517836644238,1
999,0.45585314235416624,Male,Shoes,Footwear,1.2767159528198881,Connecticut,M,White,Spring,0.06989123935025808,Yes,Venmo,Next Day Air,Yes,Yes,1.567880493774752,Bank Transfer,Bi-Weekly,1,17,2,6,1,23,1,1,5,3,1,1,0,1,1,1,1,1,1,3,Young Adult,0,0.497186670452538,1
1000,0.3900880679938937,Male,Socks,Clothing,-1.3412668776980856,New Mexico,L,Brown,Spring,-1.18686209117949,Yes,Venmo,Standard,Yes,Yes,-0.16278948033384558,Debit Card,Monthly,1,21,1,30,0,3,1,1,5,4,1,1,3,4,0,0,1,1,1,3,Young Adult,0,-1.6020664411060295,0
1001,-0.07026745252801421,Male,Socks,Clothing,-0.5812073462573836,Georgia,M,Red,Winter,0.209530498298008,Yes,Credit Card,Express,Yes,Yes,-1.6857790575494114,Bank Transfer,Bi-Weekly,1,21,1,9,1,18,3,1,2,1,1,1,0,1,0,0,1,1,1,3,,1,0.8475139913637663,1
1002,1.113503885956892,Male,Dress,Clothing,0.009950067085384621,Washington,M,Orange,Fall,-0.20938727854524108,Yes,Credit Card,Standard,Yes,Yes,-1.4780986606563795,Debit Card,Fortnightly,1,5,1,46,1,14,0,1,2,4,1,1,3,3,1,0,1,1,1,3,Young Adult,0,-0.02081174432014559,0
1003,0.7189134397952566,Male,Shoes,Footwear,-0.03227546243909867,North Dakota,M,White,Spring,-0.3490265374929911,Yes,Credit Card,Store Pickup,Yes,Yes,-1.5473254596207235,Bank Transfer,Bi-Weekly,1,17,2,33,1,23,1,1,2,5,1,1,0,1,0,0,1,1,1,3,Young Adult,0,0.05896941549451104,0
1004,0.7846785141555291,Male,Hat,Accessories,0.3477543032812523,Ohio,M,Green,Fall,0.349169757245758,Yes,Cash,Store Pickup,Yes,Yes,-1.5473254596207235,Cash,Bi-Weekly,1,8,0,34,1,8,0,1,1,5,1,1,1,1,1,0,1,1,1,3,Young Adult,0,-0.635370230214091,0
1005,-0.72791819613074,Male,Backpack,Accessories,0.8122351280505702,Tennessee,M,Black,Summer,1.4662838288277562,Yes,Cash,2-Day Shipping,Yes,Yes,1.2909732979173765,Cash,Annually,1,0,0,41,1,1,2,1,1,0,1,1,1,0,1,1,1,1,1,3,,1,0.35453714313865536,0
1006,-0.07026745252801421,Male,Backpack,Accessories,1.4456180709178221,New York,M,Gold,Winter,0.209530498298008,Yes,Credit Card,Store Pickup,Yes,Yes,-1.4088718616920357,Debit Card,Bi-Weekly,1,0,0,31,1,6,3,1,2,5,1,1,3,1,1,0,1,1,1,3,,1,-3.089088900884732,0
1007,-1.517099088454011,Male,Pants,Clothing,0.9811372461485041,Michigan,S,Lavender,Summer,1.0473660519845072,Yes,Credit Card,Next Day Air,Yes,Yes,1.7063340917034395,Venmo,Quarterly,1,13,1,21,2,10,2,1,2,3,1,1,5,5,1,1,1,1,1,3,,1,0.3625336757779783,1
1008,0.9162086628760744,Male,Gloves,Accessories,0.09440112613435153,Georgia,XL,Turquoise,Spring,1.4662838288277562,Yes,Venmo,Standard,Yes,Yes,-1.6165522585850671,Credit Card,Annually,1,6,0,9,3,21,1,1,5,4,1,1,2,0,1,0,1,1,1,3,Young Adult,0,-0.15311131346918389,1
1009,-0.20179760124855942,Male,Scarf,Accessories,1.065588305197471,New Mexico,M,Pink,Spring,-1.6057798680227393,Yes,Cash,Store Pickup,Yes,Yes,0.2525713134522177,PayPal,Annually,1,15,0,30,1,16,1,1,1,5,1,1,4,0,1,1,1,1,1,3,,1,0.8507206685586612,0
1010,-0.33332774996910464,Male,Hoodie,Clothing,-1.2568158186491187,Louisiana,M,Silver,Summer,-0.9075835732839902,Yes,Bank Transfer,Express,Yes,Yes,-0.9935110679059725,Venmo,Annually,1,9,1,17,1,19,2,1,0,1,1,1,5,0,0,0,1,1,1,3,,1,-3.089088900884732,1
1011,0.653148365434984,Male,Jeans,Clothing,-1.5101689957960194,South Dakota,XL,Gray,Spring,1.326644569880007,Yes,PayPal,2-Day Shipping,Yes,Yes,0.806385705166969,Credit Card,Fortnightly,1,11,1,40,3,7,1,1,4,0,1,1,2,3,0,1,1,1,1,3,Young Adult,0,-0.836016910162844,0
1012,-0.07026745252801421,Male,Backpack,Accessories,-1.4679434662715363,Montana,L,Indigo,Spring,-1.18686209117949,Yes,PayPal,Next Day Air,Yes,Yes,0.4602517103452494,Debit Card,Fortnightly,1,0,0,25,0,9,1,1,4,3,1,1,3,3,0,1,1,1,1,3,,1,-1.0052674178511787,0
1013,-1.056743567932103,Male,Sandals,Footwear,-0.9612371119777346,New Mexico,L,Teal,Summer,0.06989123935025808,Yes,Cash,Express,Yes,Yes,0.11411771552352994,Credit Card,Annually,1,14,2,30,0,20,2,1,1,1,1,1,2,0,0,1,1,1,1,3,,1,-0.862778769769444,0
1014,0.9819737372363471,Male,Belt,Accessories,0.3899798328057357,South Carolina,XL,Green,Summer,0.06989123935025808,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.39102491138090556,Venmo,Bi-Weekly,1,1,0,39,3,8,2,1,0,0,1,1,5,1,1,1,1,1,1,3,Young Adult,0,0.28035431257560506,0
1015,-1.056743567932103,Male,Shoes,Footwear,1.5722946594912726,Ohio,M,Violet,Summer,-1.0472228322317403,Yes,Bank Transfer,Standard,Yes,Yes,0.737158906202625,Debit Card,Fortnightly,1,17,2,34,1,22,2,1,0,4,1,1,3,3,1,1,1,1,1,3,,1,0.9050954716216835,0
1016,1.5738594064788,Male,Gloves,Accessories,-1.5101689957960194,North Carolina,M,Cyan,Summer,0.4888090161935072,Yes,Debit Card,Standard,Yes,Yes,0.5987053082739372,Cash,Weekly,1,6,0,32,1,5,2,1,3,4,1,1,1,6,0,1,1,1,1,3,Young Adult,0,-0.9446199921776032,0
1017,-1.5828641628142834,Male,Belt,Accessories,-1.2568158186491187,Idaho,XL,Blue,Summer,-0.488665796440741,Yes,Cash,Express,Yes,Yes,-0.7166038720485969,Bank Transfer,Every 3 Months,1,1,0,11,3,2,2,1,1,1,1,1,0,2,0,0,1,1,1,3,,1,-3.089088900884732,1
1018,-1.517099088454011,Male,Jacket,Outerwear,-0.2856286395859995,Oklahoma,L,Orange,Fall,-1.745419126970489,Yes,Cash,Express,Yes,Yes,-0.7858306710129407,Credit Card,Annually,1,10,3,35,0,14,0,1,1,1,1,1,2,0,0,0,1,1,1,3,,1,-1.333658002931213,0
1019,0.3900880679938937,Male,Dress,Clothing,0.4322053623302191,Georgia,XL,Charcoal,Spring,1.6059230877755069,Yes,Credit Card,Next Day Air,Yes,Yes,1.429426895846064,Cash,Weekly,1,5,1,9,3,4,1,1,2,3,1,1,1,6,1,1,1,1,1,3,Young Adult,0,0.17790424691075163,1
1020,-0.7936832704910126,Male,Shirt,Clothing,0.6855585394771199,Kentucky,S,Beige,Winter,-1.32650135012724,Yes,Debit Card,Standard,Yes,Yes,0.5294785093095933,Venmo,Bi-Weekly,1,16,1,16,2,0,3,1,3,4,1,1,5,1,1,1,1,1,1,3,,1,0.4482302531904035,1
1021,-1.3198038653731932,Male,Scarf,Accessories,1.4878436004423055,Delaware,M,Black,Fall,1.0473660519845072,Yes,Bank Transfer,Express,Yes,Yes,1.0832929010243446,Debit Card,Annually,1,15,0,7,1,1,0,1,0,1,1,1,3,0,1,1,1,1,1,3,,1,0.7141787886430853,1
1022,0.7189134397952566,Male,Coat,Outerwear,-0.37007969863496637,Massachusetts,S,Lavender,Winter,1.6059230877755069,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.9448393030956567,PayPal,Weekly,1,4,3,20,2,10,3,1,2,0,1,1,4,6,0,1,1,1,1,3,Young Adult,0,-0.19028806032760645,1
1023,1.113503885956892,Male,Handbag,Accessories,-0.7923349938798009,Nebraska,M,Lavender,Winter,1.6059230877755069,Yes,Cash,Store Pickup,Yes,Yes,-1.270418263763348,Cash,Annually,1,7,0,26,1,10,3,1,1,5,1,1,1,0,0,0,1,1,1,3,Young Adult,0,2.9300350606984122,0
1024,1.113503885956892,Male,Sunglasses,Accessories,0.4744308918547026,Maine,S,Turquoise,Winter,-0.3490265374929911,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.2525713134522177,Bank Transfer,Every 3 Months,1,22,0,18,2,21,3,1,0,2,1,1,0,2,1,1,1,1,1,3,Young Adult,0,0.37876557347231704,1
1025,-1.056743567932103,Male,T-shirt,Clothing,0.2633032442322854,Pennsylvania,M,Purple,Summer,-0.3490265374929911,Yes,Debit Card,Free Shipping,Yes,Yes,-0.5089234751555651,Venmo,Quarterly,1,24,1,37,1,17,2,1,3,2,1,1,5,5,1,0,1,1,1,3,,1,0.5361755875333191,0
1026,1.0477388115966195,Male,Shirt,Clothing,1.0233627756729875,Nebraska,M,Olive,Winter,1.6059230877755069,Yes,Bank Transfer,Free Shipping,Yes,Yes,-0.7166038720485969,Credit Card,Annually,1,16,1,26,1,13,3,1,0,2,1,1,2,0,1,0,1,1,1,3,Young Adult,0,3.019915543557774,0
1027,0.32432299363362105,Male,Handbag,Accessories,1.4878436004423055,Virginia,L,Turquoise,Winter,-1.0472228322317403,Yes,Venmo,Express,Yes,Yes,0.9448393030956567,PayPal,Bi-Weekly,1,7,0,45,0,21,3,1,5,1,1,1,4,1,1,1,1,1,1,3,Young Adult,0,0.7650213557871142,0
1028,-0.72791819613074,Male,Jewelry,Accessories,1.2767159528198881,Ohio,L,Teal,Summer,-1.32650135012724,Yes,Cash,Next Day Air,Yes,Yes,-0.9935110679059725,Cash,Monthly,1,12,0,34,0,20,2,1,1,3,1,1,1,4,1,0,1,1,1,3,,1,3.019915543557774,0
1029,0.061262696192530795,Male,Hoodie,Clothing,-1.003462641502218,Nebraska,S,Lavender,Summer,-0.06974801959749115,Yes,Venmo,Standard,Yes,Yes,-1.4780986606563795,Cash,Fortnightly,1,9,1,26,2,10,2,1,5,4,1,1,1,3,0,0,1,1,1,3,Young Adult,0,2.09886101777522,0
1030,-0.9909784935718302,Male,Gloves,Accessories,-1.5946200548449863,Ohio,M,Purple,Spring,-0.20938727854524108,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.5294785093095933,Venmo,Bi-Weekly,1,6,0,34,1,17,1,1,2,0,1,1,5,1,0,1,1,1,1,3,,1,-1.0425906903162685,0
1031,0.9162086628760744,Male,Coat,Outerwear,1.2344904232954048,Kentucky,L,Blue,Winter,-0.628305055388491,Yes,Credit Card,Next Day Air,Yes,Yes,0.806385705166969,Debit Card,Quarterly,1,4,3,16,0,2,3,1,2,3,1,1,3,5,1,1,1,1,1,3,Young Adult,0,0.6834035609140837,1
1032,-1.451334014093738,Male,Sandals,Footwear,-0.4123052281594498,Tennessee,M,Teal,Spring,-0.488665796440741,Yes,Cash,Free Shipping,Yes,Yes,0.4602517103452494,Cash,Quarterly,1,14,2,41,1,20,1,1,1,2,1,1,1,5,0,1,1,1,1,3,,1,-0.2823521624651738,0
1033,0.7189134397952566,Male,Boots,Footwear,-1.003462641502218,Maine,M,Lavender,Fall,0.349169757245758,Yes,Bank Transfer,Free Shipping,Yes,Yes,1.2909732979173765,Credit Card,Quarterly,1,3,2,18,1,10,0,1,0,2,1,1,2,5,0,1,1,1,1,3,Young Adult,0,-0.438007131036587,1
1034,-1.6486292371745561,Male,Pants,Clothing,-0.3278541691104829,Montana,S,Silver,Spring,1.1870053109322565,Yes,Credit Card,Free Shipping,Yes,Yes,1.0832929010243446,Bank Transfer,Quarterly,1,13,1,25,2,19,1,1,2,2,1,1,0,5,0,1,1,1,1,3,,1,-0.1573730553919128,0
1035,1.5738594064788,Male,Socks,Clothing,-1.2990413481736023,Maryland,M,Olive,Fall,0.6284482751412579,Yes,Venmo,Next Day Air,Yes,Yes,1.2909732979173765,Bank Transfer,Weekly,1,21,1,19,1,13,0,1,5,3,1,1,0,6,0,1,1,1,1,3,Young Adult,0,-0.5670259663674404,1
1036,1.113503885956892,Male,Blouse,Clothing,1.2344904232954048,Georgia,M,Brown,Fall,-1.32650135012724,Yes,Venmo,Express,Yes,Yes,0.4602517103452494,Venmo,Annually,1,2,1,9,1,3,0,1,5,1,1,1,5,0,1,1,1,1,1,3,Young Adult,0,0.8453956359369936,1
1037,1.5738594064788,Male,Handbag,Accessories,-0.5389818167329001,Hawaii,M,Yellow,Fall,-0.06974801959749115,Yes,Credit Card,2-Day Shipping,Yes,Yes,-0.8550574699772846,Bank Transfer,Monthly,1,7,0,10,1,24,0,1,2,0,1,1,0,4,0,0,1,1,1,3,Young Adult,0,-3.089088900884732,1
1038,0.5216182167144389,Male,Jewelry,Accessories,-1.4679434662715363,Rhode Island,XL,Brown,Spring,-0.488665796440741,Yes,Bank Transfer,Standard,Yes,Yes,1.567880493774752,Debit Card,Quarterly,1,12,0,38,3,3,1,1,0,4,1,1,3,5,0,1,1,1,1,3,Young Adult,0,-0.5716556786151983,0
1039,-0.20179760124855942,Male,Pants,Clothing,0.601107480428153,Nebraska,XL,Cyan,Fall,-1.0472228322317403,Yes,Bank Transfer,Express,Yes,Yes,-1.5473254596207235,Bank Transfer,Weekly,1,13,1,26,3,5,0,1,0,1,1,1,0,6,1,0,1,1,1,3,,1,-1.0982633273531592,0
1040,-0.9909784935718302,Male,Belt,Accessories,-0.5812073462573836,Michigan,M,Magenta,Fall,1.4662838288277562,Yes,PayPal,Standard,Yes,Yes,0.9448393030956567,Venmo,Monthly,1,1,0,21,1,11,0,1,4,4,1,1,5,4,0,1,1,1,1,3,,1,-0.29884594852246105,1
1041,1.5738594064788,Male,Jeans,Clothing,-1.5946200548449863,North Carolina,S,Magenta,Fall,0.349169757245758,Yes,Venmo,Next Day Air,Yes,Yes,-1.270418263763348,Cash,Fortnightly,1,11,1,32,2,11,0,1,5,3,1,1,1,3,0,0,1,1,1,3,Young Adult,0,3.019915543557774,0
1042,-0.5306229730499223,Male,Shirt,Clothing,-1.4679434662715363,Minnesota,M,Orange,Summer,1.6059230877755069,Yes,Venmo,Next Day Air,Yes,Yes,-0.9935110679059725,Cash,Fortnightly,1,16,1,22,1,14,2,1,5,3,1,1,1,3,0,0,1,1,1,3,,1,-3.089088900884732,1
1043,0.7189134397952566,Male,Belt,Accessories,0.8544606575750537,Maryland,M,Maroon,Spring,1.6059230877755069,Yes,Venmo,Next Day Air,Yes,Yes,1.498653694810408,Credit Card,Weekly,1,1,0,19,1,12,1,1,5,3,1,1,2,6,1,1,1,1,1,3,Young Adult,0,0.34196842057373944,1
1044,-1.056743567932103,Male,Jeans,Clothing,0.6855585394771199,Hawaii,M,Green,Spring,-0.628305055388491,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.1833445144878738,Debit Card,Fortnightly,1,11,1,10,1,8,1,1,0,0,1,1,3,3,1,1,1,1,1,3,,1,0.5793397705264345,1
1045,-0.33332774996910464,Male,Jeans,Clothing,-1.2568158186491187,Oregon,L,Teal,Summer,0.9077267930367576,Yes,Credit Card,Next Day Air,Yes,Yes,-0.578150274119909,Bank Transfer,Every 3 Months,1,11,1,36,0,20,2,1,2,3,1,1,0,2,0,0,1,1,1,3,,1,-2.979297464344835,0
1046,0.653148365434984,Male,Sweater,Clothing,0.8122351280505702,New Mexico,L,Black,Fall,-0.3490265374929911,Yes,Cash,2-Day Shipping,Yes,Yes,-0.9935110679059725,PayPal,Bi-Weekly,1,23,1,30,0,1,0,1,1,0,1,1,4,1,1,0,1,1,1,3,Young Adult,0,3.019915543557774,0
1047,-0.267562675608832,Male,Sneakers,Footwear,-1.5946200548449863,Illinois,M,Magenta,Winter,0.6284482751412579,Yes,Credit Card,Standard,Yes,Yes,-0.9242842689416285,Venmo,Annually,1,20,2,12,1,11,3,1,2,4,1,1,5,0,0,0,1,1,1,3,,1,-3.089088900884732,1
1048,-0.8594483448512852,Male,Socks,Clothing,-1.003462641502218,Utah,S,Olive,Fall,0.6284482751412579,Yes,Debit Card,Standard,Yes,Yes,-1.270418263763348,Credit Card,Fortnightly,1,21,1,43,2,13,0,1,3,4,1,1,2,3,0,0,1,1,1,3,,1,3.019915543557774,0
1049,-0.9252134192115578,Male,Socks,Clothing,0.7277840690016033,Maine,L,Yellow,Fall,-1.4661406090749896,Yes,Cash,Standard,Yes,Yes,-0.43969667619122116,Venmo,Fortnightly,1,21,1,18,0,24,0,1,1,4,1,1,5,3,1,0,1,1,1,3,,1,1.2989108543107313,1
1050,0.061262696192530795,Male,Sunglasses,Accessories,-1.130139230075668,Virginia,S,Purple,Fall,-1.32650135012724,Yes,Credit Card,Store Pickup,Yes,Yes,-0.09356268136950167,Cash,Quarterly,1,22,0,45,2,17,0,1,2,5,1,1,1,5,0,0,1,1,1,3,Young Adult,0,-1.246792477369701,0
1051,0.2585579192733485,Male,Sneakers,Footwear,0.1788521851833184,Florida,M,Beige,Winter,0.06989123935025808,Yes,Credit Card,Next Day Air,Yes,Yes,-0.43969667619122116,Venmo,Monthly,1,20,2,8,1,0,3,1,2,3,1,1,5,4,1,0,1,1,1,3,Young Adult,0,0.3192060042898431,1
1052,0.061262696192530795,Male,Socks,Clothing,-0.2856286395859995,Ohio,M,Indigo,Fall,-1.6057798680227393,Yes,PayPal,Free Shipping,Yes,Yes,0.9448393030956567,PayPal,Annually,1,21,1,34,1,9,0,1,4,2,1,1,4,0,0,1,1,1,1,3,Young Adult,0,-0.1468649050496646,0
1053,1.0477388115966195,Male,Shoes,Footwear,-1.003462641502218,Virginia,XL,Pink,Fall,-1.0472228322317403,Yes,Venmo,2-Day Shipping,Yes,Yes,-1.6857790575494114,Credit Card,Fortnightly,1,17,2,45,3,16,0,1,5,0,1,1,2,3,0,0,1,1,1,3,Young Adult,0,1.4632448023245697,0
1054,0.9819737372363471,Male,Blouse,Clothing,0.4322053623302191,Kansas,M,Blue,Spring,-0.628305055388491,No,Cash,2-Day Shipping,Yes,Yes,-1.0627378668703162,Debit Card,Bi-Weekly,1,2,1,15,1,2,1,0,1,0,1,1,3,1,1,0,0,1,1,2,Young Adult,0,-3.089088900884732,1
1055,-1.7143943115348286,Male,Shorts,Clothing,1.530069129966789,Arkansas,L,Cyan,Winter,1.6059230877755069,No,Debit Card,Express,Yes,Yes,1.567880493774752,PayPal,Quarterly,1,18,1,3,0,5,3,0,3,1,1,1,4,5,1,1,0,1,1,2,,1,0.5958490411357137,1
1056,1.7053895551993452,Male,Jacket,Outerwear,-1.3834924072225692,Massachusetts,M,Orange,Spring,-0.628305055388491,No,PayPal,Next Day Air,Yes,Yes,-0.09356268136950167,Debit Card,Annually,1,10,3,20,1,14,1,0,4,3,1,1,3,0,0,0,0,1,1,2,Young Adult,0,-1.526296831327328,1
1057,-1.5828641628142834,Male,Sweater,Clothing,0.1788521851833184,Idaho,L,Black,Winter,-1.18686209117949,No,Debit Card,2-Day Shipping,Yes,Yes,1.1525196999886884,Venmo,Fortnightly,1,23,1,11,0,1,3,0,3,0,1,1,5,3,1,1,0,1,1,2,,1,0.08308968562947801,1
1058,1.3765641833979823,Male,Jacket,Outerwear,-1.552394525320503,Wisconsin,S,Maroon,Spring,0.9077267930367576,No,Bank Transfer,2-Day Shipping,Yes,Yes,-0.37046987722687724,Credit Card,Weekly,1,10,3,48,2,12,1,0,0,0,1,1,2,6,0,0,0,1,1,2,Young Adult,0,-2.465957496175243,0
1059,-0.9909784935718302,Male,Scarf,Accessories,-1.130139230075668,New Mexico,L,Violet,Summer,-0.9075835732839902,No,Credit Card,Next Day Air,Yes,Yes,1.6371072927390955,Bank Transfer,Every 3 Months,1,15,0,30,0,22,2,0,2,3,1,1,0,2,0,1,0,1,1,2,,1,-0.4285526164169913,0
1060,-1.451334014093738,Male,Jacket,Outerwear,-1.087913700551185,North Carolina,M,Beige,Winter,-1.745419126970489,No,Venmo,Standard,Yes,Yes,-0.02433588240515777,Debit Card,Monthly,1,10,3,32,1,0,3,0,5,4,1,1,3,4,0,0,0,1,1,2,,1,-1.115049411915501,0
1061,-1.1225086422923753,Male,Sweater,Clothing,-1.0456881710267014,Iowa,S,Gray,Summer,-1.6057798680227393,No,PayPal,Next Day Air,Yes,Yes,-0.3012430782625334,Debit Card,Every 3 Months,1,23,1,14,2,7,2,0,4,3,1,1,3,2,0,0,0,1,1,2,,1,-1.4964977640959698,1
1062,-0.5306229730499223,Male,Coat,Outerwear,0.09440112613435153,Idaho,M,Gray,Summer,0.9077267930367576,No,Debit Card,Free Shipping,Yes,Yes,-0.9242842689416285,Venmo,Every 3 Months,1,4,3,11,1,7,2,0,3,2,1,1,5,2,1,0,0,1,1,2,,1,1.2467835258907416,1
1063,0.9819737372363471,Male,Boots,Footwear,0.6433330099526364,Ohio,M,Brown,Fall,-1.6057798680227393,No,Venmo,Next Day Air,Yes,Yes,-0.3012430782625334,Debit Card,Every 3 Months,1,3,2,34,1,3,0,0,5,3,1,1,3,2,1,0,0,1,1,2,Young Adult,0,0.920682128418824,0
1064,1.1792689603171647,Male,Hoodie,Clothing,-1.2990413481736023,Alabama,S,Indigo,Summer,-0.628305055388491,No,Bank Transfer,Free Shipping,Yes,Yes,0.6679321072382811,Cash,Monthly,1,9,1,0,2,9,2,0,0,2,1,1,1,4,0,1,0,1,1,2,Young Adult,0,-0.7788334684224776,1
1065,-0.6621531217704675,Male,Hat,Accessories,-1.3412668776980856,Wyoming,M,Violet,Spring,-0.3490265374929911,No,Debit Card,Express,Yes,Yes,1.1525196999886884,Credit Card,Every 3 Months,1,8,0,49,1,22,1,0,3,1,1,1,2,2,0,1,0,1,1,2,,1,-0.6231147978367557,0
1066,0.9819737372363471,Male,T-shirt,Clothing,-1.6790711138939531,Alabama,XL,Blue,Spring,0.4888090161935072,No,Cash,Store Pickup,Yes,Yes,-1.5473254596207235,PayPal,Every 3 Months,1,24,1,0,3,2,1,0,1,5,1,1,4,2,0,0,0,1,1,2,Young Adult,0,3.019915543557774,1
1067,0.32432299363362105,Male,Coat,Outerwear,1.530069129966789,Mississippi,M,Red,Winter,0.349169757245758,No,Credit Card,Store Pickup,Yes,Yes,-0.9935110679059725,PayPal,Bi-Weekly,1,4,3,23,1,18,3,0,2,5,1,1,4,1,1,0,0,1,1,2,Young Adult,0,3.019915543557774,1
1068,-1.7143943115348286,Male,Dress,Clothing,-0.707883934830834,Pennsylvania,S,Peach,Summer,-1.4661406090749896,No,Venmo,2-Day Shipping,Yes,Yes,-0.2320162792981895,PayPal,Quarterly,1,5,1,37,2,15,2,0,5,0,1,1,4,5,0,0,0,1,1,2,,1,-0.9217434116753735,0
1069,0.7189134397952566,Male,Shirt,Clothing,1.4456180709178221,Wyoming,M,Olive,Fall,-1.745419126970489,No,Bank Transfer,Standard,Yes,Yes,1.498653694810408,Credit Card,Weekly,1,16,1,49,1,13,0,0,0,4,1,1,2,6,1,1,0,1,1,2,Young Adult,0,0.578558795050433,0
1070,-0.39909282432937715,Male,Skirt,Clothing,0.8966861870995372,Maryland,XL,White,Fall,0.7680875340890072,No,Credit Card,Next Day Air,Yes,Yes,0.5294785093095933,Venmo,Every 3 Months,1,19,1,19,3,23,0,0,2,3,1,1,5,2,1,1,0,1,1,2,,1,0.5862692294410213,1
1071,0.3900880679938937,Male,Jewelry,Accessories,0.6433330099526364,North Carolina,M,Magenta,Summer,-0.628305055388491,No,Venmo,Free Shipping,Yes,Yes,1.7063340917034395,Debit Card,Weekly,1,12,0,32,1,11,2,0,5,2,1,1,3,6,1,1,0,1,1,2,Young Adult,0,0.23771381808507808,0
