Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,Gender_encoded,Item Purchased_encoded,Category_encoded,Location_encoded,Size_encoded,Color_encoded,Season_encoded,Subscription Status_encoded,Payment Method_encoded,Shipping Type_encoded,Discount Applied_encoded,Promo Code Used_encoded,Preferred Payment Method_encoded,Frequency of Purchases_encoded,Is_High_Value,Is_Frequent_Buyer,Has_Subscription,Used_Discount,Used_Promo,Customer_Engagement_Score,Age_Group,Age_Group_encoded,Spending_Per_Purchase
949,0.32432299363362094,Male,Hat,Accessories,1.2767159528198881,Alabama,L,Olive,Summer,1.605923087775507,Yes,Venmo,Express,Yes,Yes,-0.9935110679059723,Venmo,Every 3 Months,1,8,0,0,0,13,2,1,5,1,1,1,5,2,1,0,1,1,1,3,Young Adult,0,3.019915543557773
950,-0.7279181961307403,Male,Jeans,Clothing,-1.0034626415022183,Montana,M,Olive,Summer,-0.4886657964407405,Yes,Cash,Standard,Yes,Yes,1.6371072927390957,Venmo,Monthly,1,11,1,25,1,13,2,1,1,4,1,1,5,4,0,1,1,1,1,3,,1,-0.38051642580683454
951,0.6531483654349838,Male,Backpack,Accessories,-0.9612371119777348,New Mexico,XL,Turquoise,Winter,0.48880901619350764,Yes,Cash,Free Shipping,Yes,Yes,0.32179811241656175,PayPal,Quarterly,1,0,0,30,3,21,3,1,1,2,1,1,4,5,0,1,1,1,1,3,Young Adult,0,-0.7272193105347718
952,0.1927928449130758,Male,Dress,Clothing,-0.3700796986349665,Alaska,M,Cyan,Summer,-1.1868620911794894,Yes,Venmo,Express,Yes,Yes,0.5987053082739373,Bank Transfer,Monthly,1,5,1,1,1,5,2,1,5,1,1,1,0,4,0,1,1,1,1,3,Young Adult,0,-0.23148712693931553
953,-0.5306229730499226,Male,Hat,Accessories,0.47443089185470255,Idaho,S,Red,Fall,-0.9075835732839896,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.18334451448787395,PayPal,Monthly,1,8,0,11,2,18,0,1,0,0,1,1,4,4,1,1,1,1,1,3,,1,0.4009237259700536
954,1.5738594064787998,Male,Sunglasses,Accessories,-0.4123052281594499,Utah,S,Cyan,Spring,-0.20938727854524067,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.7371589062026251,Venmo,Quarterly,1,22,0,43,2,5,1,1,2,0,1,1,5,5,0,1,1,1,1,3,Young Adult,0,-0.23734456685988284
955,1.0477388115966193,Male,Hat,Accessories,0.6011074804281529,Louisiana,S,Turquoise,Fall,-0.3490265374929906,Yes,Venmo,Standard,Yes,Yes,-0.508923475155565,Credit Card,Every 3 Months,1,8,0,17,2,21,0,1,5,4,1,1,2,2,1,0,1,1,1,3,Young Adult,0,1.2240607115532023
956,0.7189134397952563,Male,Dress,Clothing,0.6433330099526363,Mississippi,L,Lavender,Summer,-0.4886657964407405,Yes,Venmo,Free Shipping,Yes,Yes,-1.4780986606563795,PayPal,Monthly,1,5,1,23,0,10,2,1,5,2,1,1,4,4,1,0,1,1,1,3,Young Adult,0,-1.345607220629749
957,-0.9909784935718305,Male,Shirt,Clothing,1.6567457185402392,Mississippi,XL,Cyan,Spring,-1.1868620911794894,Yes,Venmo,2-Day Shipping,Yes,Yes,1.1525196999886884,Debit Card,Quarterly,1,16,1,23,3,5,1,1,5,0,1,1,3,5,1,1,1,1,1,3,,1,0.7696773778883165
958,-0.39909282432937737,Male,Scarf,Accessories,-1.5523945253205031,Indiana,XL,Violet,Spring,1.3266445698800071,Yes,Bank Transfer,Store Pickup,Yes,Yes,-0.9935110679059723,Cash,Quarterly,1,15,0,13,3,22,1,1,0,5,1,1,1,5,0,0,1,1,1,3,,1,-3.0890889008847315
959,1.705389555199345,Male,Sneakers,Footwear,-0.2856286395859996,Washington,XL,Beige,Winter,0.9077267930367581,Yes,Cash,Free Shipping,Yes,Yes,0.39102491138090567,Credit Card,Bi-Weekly,1,20,2,46,3,0,3,1,1,2,1,1,2,1,0,1,1,1,1,3,Young Adult,0,-0.20533682556586913
960,-0.5306229730499226,Male,Skirt,Clothing,1.6567457185402392,Nevada,M,Cyan,Spring,-1.6057798680227386,Yes,Cash,Standard,Yes,Yes,-0.9242842689416284,Cash,Fortnightly,1,19,1,27,1,5,1,1,1,4,1,1,1,3,1,0,1,1,1,3,,1,3.019915543557773
961,-1.7143943115348288,Male,Jewelry,Accessories,-0.49675628720841686,Louisiana,XL,Indigo,Spring,0.9077267930367581,Yes,Debit Card,Standard,Yes,Yes,-0.37046987722687724,Venmo,Quarterly,1,12,0,17,3,9,1,1,3,4,1,1,5,5,0,0,1,1,1,3,,1,-0.7890905760318059
962,1.1792689603171644,Male,Boots,Footwear,0.516656421379186,Pennsylvania,L,Olive,Fall,-0.06974801959749076,Yes,Venmo,Next Day Air,Yes,Yes,0.8063857051669691,Debit Card,Quarterly,1,3,2,37,0,13,0,1,5,3,1,1,3,5,1,1,1,1,1,3,Young Adult,0,0.2860166684785795
963,-0.9909784935718305,Male,Sunglasses,Accessories,0.17885218518331839,Michigan,L,Green,Spring,0.9077267930367581,Yes,Cash,Standard,Yes,Yes,0.04489091655918616,Debit Card,Fortnightly,1,22,0,21,0,8,1,1,1,4,1,1,3,3,1,1,1,1,1,3,,1,0.17116828402746248
964,-1.5170990884540112,Male,Boots,Footwear,0.13662665565883492,South Carolina,L,Green,Spring,-1.7454191269704884,Yes,Cash,2-Day Shipping,Yes,Yes,-0.7858306710129406,Credit Card,Weekly,1,3,2,39,0,8,1,1,1,0,1,1,2,6,1,0,1,1,1,3,,1,0.6379375436484194
965,-0.13603252688828707,Male,Sandals,Footwear,-0.3700796986349665,Arizona,M,Beige,Spring,-1.6057798680227386,Yes,Bank Transfer,Next Day Air,Yes,Yes,-0.9242842689416284,Venmo,Bi-Weekly,1,14,2,2,1,0,1,1,0,3,1,1,5,1,0,0,1,1,1,3,,1,-3.0890889008847315
966,-0.07026745252801449,Male,Boots,Footwear,-0.2011775805370327,Delaware,L,Black,Spring,1.7455623467232562,Yes,Debit Card,Store Pickup,Yes,Yes,-1.0627378668703162,Credit Card,Annually,1,3,2,7,0,1,1,1,3,5,1,1,2,0,0,0,1,1,1,3,,1,3.019915543557773
967,0.9162086628760742,Male,Dress,Clothing,-0.2011775805370327,Kentucky,M,Brown,Spring,1.605923087775507,Yes,Cash,Express,Yes,Yes,-0.4396966761912211,Cash,Annually,1,5,1,16,1,3,1,1,1,1,1,1,1,0,0,0,1,1,1,3,Young Adult,0,-0.35905119957077186
968,-1.1225086422923756,Male,Hoodie,Clothing,-1.4257179367470527,Georgia,S,Silver,Summer,-0.06974801959749076,Yes,Debit Card,Store Pickup,Yes,Yes,-1.4780986606563795,Cash,Weekly,1,9,1,9,2,19,2,1,3,5,1,1,1,6,0,0,1,1,1,3,,1,2.9820580019816223
969,0.8504435885158015,Male,Shorts,Clothing,0.30552877375676873,North Carolina,L,Gray,Summer,-0.9075835732839896,Yes,Debit Card,Next Day Air,Yes,Yes,1.567880493774752,Bank Transfer,Quarterly,1,18,1,32,0,7,2,1,3,3,1,1,0,5,1,1,1,1,1,3,Young Adult,0,0.11898091616703131
970,-0.26756267560883223,Male,Coat,Outerwear,-1.2145902891246354,California,S,Pink,Fall,-0.7679443143362397,Yes,Debit Card,Express,Yes,Yes,0.8063857051669691,PayPal,Monthly,1,4,3,4,2,16,0,1,3,1,1,1,4,4,0,1,1,1,1,3,,1,-0.6723870132776364
971,0.061262696192530657,Male,Jeans,Clothing,0.2633032442322853,California,S,Maroon,Winter,0.9077267930367581,Yes,PayPal,Free Shipping,Yes,Yes,-1.4780986606563795,Cash,Monthly,1,11,1,4,2,12,3,1,4,2,1,1,1,4,1,0,1,1,1,3,Young Adult,0,-0.5507299348439869
972,0.1927928449130758,Male,Sunglasses,Accessories,0.30552877375676873,Indiana,M,Cyan,Summer,0.7680875340890075,Yes,Bank Transfer,Next Day Air,Yes,Yes,-0.7166038720485968,Credit Card,Weekly,1,22,0,13,1,5,2,1,0,3,1,1,2,6,1,0,1,1,1,3,Young Adult,0,1.078097911800548
973,1.1135038859568918,Male,Sneakers,Footwear,0.05217559660986802,Colorado,L,Gold,Winter,-1.0472228322317396,Yes,Venmo,Standard,Yes,Yes,0.5294785093095934,Credit Card,Weekly,1,20,2,5,0,6,3,1,5,4,1,1,2,6,1,1,1,1,1,3,Young Adult,0,0.03411332443855003
974,1.0477388115966193,Male,Jacket,Outerwear,0.6433330099526363,Colorado,M,Teal,Fall,-0.3490265374929906,Yes,Venmo,2-Day Shipping,Yes,Yes,0.32179811241656175,Bank Transfer,Quarterly,1,10,3,5,1,20,0,1,5,0,1,1,0,5,1,1,1,1,1,3,Young Adult,0,0.4867104922524593
975,1.6396244808390725,Male,Skirt,Clothing,1.2767159528198881,North Carolina,M,Beige,Spring,-0.20938727854524067,Yes,Credit Card,2-Day Shipping,Yes,Yes,-0.16278948033384555,Bank Transfer,Monthly,1,19,1,32,1,0,1,1,2,0,1,1,0,4,1,0,1,1,1,3,Young Adult,0,1.524964059611901
976,0.9162086628760742,Male,Sweater,Clothing,-0.8345605234042844,Washington,M,Olive,Summer,0.06989123935025852,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,-1.6165522585850673,Bank Transfer,Weekly,1,23,1,46,1,13,2,1,0,0,1,1,0,6,0,0,1,1,1,3,Young Adult,0,1.3535925167471232
977,-0.6621531217704677,Male,T-shirt,Clothing,1.2767159528198881,Florida,M,Gray,Fall,-0.20938727854524067,Yes,PayPal,Express,Yes,Yes,1.7063340917034397,Credit Card,Every 3 Months,1,24,1,8,1,7,0,1,4,1,1,1,2,2,1,1,1,1,1,3,,1,0.4717510512592659
978,-1.5828641628142837,Male,Belt,Accessories,-1.6790711138939534,Washington,M,Black,Spring,1.1870053109322567,Yes,Credit Card,Express,Yes,Yes,0.5987053082739373,Cash,Bi-Weekly,1,1,0,46,1,1,1,1,2,1,1,1,1,1,0,1,1,1,1,3,,1,-1.0502693055462387
979,0.7846785141555289,Male,Gloves,Accessories,-0.8345605234042844,Colorado,M,Turquoise,Summer,-1.7454191269704884,Yes,Cash,Standard,Yes,Yes,0.5294785093095934,Credit Card,Weekly,1,6,0,5,1,21,2,1,1,4,1,1,2,6,0,1,1,1,1,3,Young Adult,0,-0.5456503758140447
980,1.3107991090377096,Male,Hat,Accessories,-1.1301392300756685,New Hampshire,S,Brown,Fall,-0.3490265374929906,Yes,Venmo,Store Pickup,Yes,Yes,0.5987053082739373,Debit Card,Monthly,1,8,0,28,2,3,0,1,5,5,1,1,3,4,0,1,1,1,1,3,Young Adult,0,-0.7069090370981741
981,0.7846785141555289,Male,Boots,Footwear,1.6145201890157557,Maryland,S,Magenta,Spring,0.3491697572457584,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.9448393030956568,PayPal,Every 3 Months,1,3,2,19,2,11,1,1,0,2,1,1,4,2,1,1,1,1,1,3,Young Adult,0,0.8301560887040268
982,-1.1225086422923756,Male,Belt,Accessories,-0.7501094643553176,Maryland,M,Silver,Spring,-0.3490265374929906,Yes,Debit Card,Next Day Air,Yes,Yes,1.498653694810408,Credit Card,Quarterly,1,1,0,19,1,19,1,1,3,3,1,1,2,5,0,1,1,1,1,3,,1,-0.3002054530058572
983,-0.5963880474101951,Male,Coat,Outerwear,0.09440112613435148,Texas,S,Red,Summer,-0.7679443143362397,Yes,Venmo,Standard,Yes,Yes,0.8063857051669691,PayPal,Monthly,1,4,3,42,2,18,2,1,5,4,1,1,4,4,1,1,1,1,1,3,,1,0.05225967292828291
984,-1.3198038653731934,Male,Hat,Accessories,-0.6234328757818672,New Mexico,L,Indigo,Winter,-0.3490265374929906,Yes,Credit Card,Free Shipping,Yes,Yes,1.0140661020600008,Venmo,Bi-Weekly,1,8,0,30,0,9,3,1,2,2,1,1,5,1,0,1,1,1,1,3,,1,-0.30953943127497935
985,-1.1882737166526482,Male,Shoes,Footwear,0.7700095985260866,Utah,M,Green,Summer,-0.4886657964407405,Yes,Cash,Free Shipping,Yes,Yes,-1.201191464799004,Credit Card,Bi-Weekly,1,17,2,43,1,8,2,1,1,2,1,1,2,1,1,0,1,1,1,3,,1,-3.0890889008847315
986,-0.7936832704910128,Male,Handbag,Accessories,0.8544606575750536,West Virginia,M,Gray,Fall,1.7455623467232562,Yes,Credit Card,Express,Yes,Yes,-0.9242842689416284,Bank Transfer,Annually,1,7,0,47,1,7,0,1,2,1,1,1,0,0,1,0,1,1,1,3,,1,3.019915543557773
987,0.6531483654349838,Male,Scarf,Accessories,1.5300691299667888,Connecticut,S,Peach,Spring,1.0473660519845074,Yes,Credit Card,Store Pickup,Yes,Yes,0.7371589062026251,Bank Transfer,Monthly,1,15,0,6,2,15,1,1,2,5,1,1,0,4,1,1,1,1,1,3,Young Adult,0,0.8807882367603732
988,1.1792689603171644,Male,Handbag,Accessories,-0.5389818167329002,West Virginia,M,Charcoal,Summer,-1.3265013501272394,Yes,PayPal,Express,Yes,Yes,1.567880493774752,PayPal,Weekly,1,7,0,47,1,4,2,1,4,1,1,1,4,6,0,1,1,1,1,3,Young Adult,0,-0.2098936527768875
989,0.3900880679938935,Male,Pants,Clothing,1.0233627756729873,Ohio,M,Orange,Winter,1.605923087775507,Yes,Venmo,2-Day Shipping,Yes,Yes,1.498653694810408,PayPal,Fortnightly,1,13,1,34,1,14,3,1,5,0,1,1,4,3,1,1,1,1,1,3,Young Adult,0,0.4095656704242232
990,1.705389555199345,Male,Shoes,Footwear,-1.2145902891246354,Texas,M,Beige,Spring,-0.9075835732839896,Yes,Bank Transfer,Store Pickup,Yes,Yes,-1.6165522585850673,Bank Transfer,Monthly,1,17,2,42,1,0,1,1,0,5,1,1,0,4,0,0,1,1,1,3,Young Adult,0,1.9699713563810668
991,0.25855791927334837,Male,Sunglasses,Accessories,0.13662665565883492,Washington,S,Yellow,Spring,1.4662838288277564,Yes,PayPal,Store Pickup,Yes,Yes,-0.09356268136950165,Cash,Weekly,1,22,0,46,2,24,1,1,4,5,1,1,1,6,1,0,1,1,1,3,Young Adult,0,0.15072929241843103
992,-1.5828641628142837,Male,Shorts,Clothing,1.5722946594912723,Wisconsin,XL,White,Spring,-1.4661406090749887,Yes,Debit Card,Standard,Yes,Yes,1.0140661020600008,Bank Transfer,Bi-Weekly,1,18,1,48,3,23,1,1,3,4,1,1,0,1,1,1,1,1,1,3,,1,0.780656929721978
993,0.12702777055280323,Male,Jacket,Outerwear,1.6567457185402392,Louisiana,M,Gray,Winter,1.1870053109322567,Yes,Credit Card,Express,Yes,Yes,1.7063340917034397,Debit Card,Weekly,1,10,3,17,1,7,3,1,2,1,1,1,3,6,1,1,1,1,1,3,Young Adult,0,0.6121733911637787
994,0.4558531423541661,Male,Sandals,Footwear,1.2767159528198881,Iowa,M,Peach,Winter,0.9077267930367581,Yes,Cash,Store Pickup,Yes,Yes,-0.024335882405157744,Cash,Weekly,1,14,2,14,1,15,3,1,1,5,1,1,1,6,1,0,1,1,1,3,Young Adult,0,1.3085609379252192
995,0.5873832910747112,Male,Shoes,Footwear,0.3477543032812522,New York,L,Violet,Fall,-0.7679443143362397,Yes,PayPal,Express,Yes,Yes,-0.37046987722687724,Debit Card,Monthly,1,17,2,31,0,22,0,1,4,1,1,1,3,4,1,0,1,1,1,3,Young Adult,0,0.5524029600829441
996,-0.004502378167741921,Male,Jewelry,Accessories,0.8544606575750536,Idaho,M,Magenta,Spring,-1.0472228322317396,Yes,Venmo,2-Day Shipping,Yes,Yes,-1.0627378668703162,Venmo,Weekly,1,12,0,11,1,11,1,1,5,0,1,1,5,6,1,0,1,1,1,3,,1,-3.0890889008847315
997,-0.9909784935718305,Male,Sandals,Footwear,1.3189414823443715,Delaware,L,Maroon,Summer,1.605923087775507,Yes,Bank Transfer,Standard,Yes,Yes,0.46025171034524953,Bank Transfer,Quarterly,1,14,2,7,0,12,2,1,0,4,1,1,0,5,1,1,1,1,1,3,,1,0.9032288563678739
998,1.3107991090377096,Male,Pants,Clothing,-1.256815818649119,Kentucky,M,Cyan,Spring,-0.20938727854524067,Yes,Debit Card,Express,Yes,Yes,0.39102491138090567,Cash,Fortnightly,1,13,1,16,1,5,1,1,3,1,1,1,1,3,0,1,1,1,1,3,Young Adult,0,-0.9035178366442381
999,0.4558531423541661,Male,Shoes,Footwear,1.2767159528198881,Connecticut,M,White,Spring,0.06989123935025852,Yes,Venmo,Next Day Air,Yes,Yes,1.567880493774752,Bank Transfer,Bi-Weekly,1,17,2,6,1,23,1,1,5,3,1,1,0,1,1,1,1,1,1,3,Young Adult,0,0.497186670452538
1000,0.3900880679938935,Male,Socks,Clothing,-1.3412668776980858,New Mexico,L,Brown,Spring,-1.1868620911794894,Yes,Venmo,Standard,Yes,Yes,-0.16278948033384555,Debit Card,Monthly,1,21,1,30,0,3,1,1,5,4,1,1,3,4,0,0,1,1,1,3,Young Adult,0,-1.6020664411060297
1001,-0.07026745252801449,Male,Socks,Clothing,-0.5812073462573837,Georgia,M,Red,Winter,0.20953049829800843,Yes,Credit Card,Express,Yes,Yes,-1.6857790575494114,Bank Transfer,Bi-Weekly,1,21,1,9,1,18,3,1,2,1,1,1,0,1,0,0,1,1,1,3,,1,0.8475139913637664
1002,1.1135038859568918,Male,Dress,Clothing,0.009950067085384573,Washington,M,Orange,Fall,-0.20938727854524067,Yes,Credit Card,Standard,Yes,Yes,-1.4780986606563795,Debit Card,Fortnightly,1,5,1,46,1,14,0,1,2,4,1,1,3,3,1,0,1,1,1,3,Young Adult,0,-0.02081174432014549
1003,0.7189134397952563,Male,Shoes,Footwear,-0.03227546243909888,North Dakota,M,White,Spring,-0.3490265374929906,Yes,Credit Card,Store Pickup,Yes,Yes,-1.5473254596207235,Bank Transfer,Bi-Weekly,1,17,2,33,1,23,1,1,2,5,1,1,0,1,0,0,1,1,1,3,Young Adult,0,0.05896941549451142
1004,0.7846785141555289,Male,Hat,Accessories,0.3477543032812522,Ohio,M,Green,Fall,0.3491697572457584,Yes,Cash,Store Pickup,Yes,Yes,-1.5473254596207235,Cash,Bi-Weekly,1,8,0,34,1,8,0,1,1,5,1,1,1,1,1,0,1,1,1,3,Young Adult,0,-0.6353702302140908
1005,-0.7279181961307403,Male,Backpack,Accessories,0.8122351280505701,Tennessee,M,Black,Summer,1.4662838288277564,Yes,Cash,2-Day Shipping,Yes,Yes,1.2909732979173763,Cash,Annually,1,0,0,41,1,1,2,1,1,0,1,1,1,0,1,1,1,1,1,3,,1,0.3545371431386553
1006,-0.07026745252801449,Male,Backpack,Accessories,1.445618070917822,New York,M,Gold,Winter,0.20953049829800843,Yes,Credit Card,Store Pickup,Yes,Yes,-1.4088718616920357,Debit Card,Bi-Weekly,1,0,0,31,1,6,3,1,2,5,1,1,3,1,1,0,1,1,1,3,,1,-3.0890889008847315
1007,-1.5170990884540112,Male,Pants,Clothing,0.981137246148504,Michigan,S,Lavender,Summer,1.0473660519845074,Yes,Credit Card,Next Day Air,Yes,Yes,1.7063340917034397,Venmo,Quarterly,1,13,1,21,2,10,2,1,2,3,1,1,5,5,1,1,1,1,1,3,,1,0.36253367577797824
1008,0.9162086628760742,Male,Gloves,Accessories,0.09440112613435148,Georgia,XL,Turquoise,Spring,1.4662838288277564,Yes,Venmo,Standard,Yes,Yes,-1.6165522585850673,Credit Card,Annually,1,6,0,9,3,21,1,1,5,4,1,1,2,0,1,0,1,1,1,3,Young Adult,0,-0.15311131346918375
1009,-0.20179760124855964,Male,Scarf,Accessories,1.0655883051974708,New Mexico,M,Pink,Spring,-1.6057798680227386,Yes,Cash,Store Pickup,Yes,Yes,0.25257131345221784,PayPal,Annually,1,15,0,30,1,16,1,1,1,5,1,1,4,0,1,1,1,1,1,3,,1,0.8507206685586609
1010,-0.3333277499691048,Male,Hoodie,Clothing,-1.256815818649119,Louisiana,M,Silver,Summer,-0.9075835732839896,Yes,Bank Transfer,Express,Yes,Yes,-0.9935110679059723,Venmo,Annually,1,9,1,17,1,19,2,1,0,1,1,1,5,0,0,0,1,1,1,3,,1,-3.0890889008847315
1011,0.6531483654349838,Male,Jeans,Clothing,-1.5101689957960196,South Dakota,XL,Gray,Spring,1.3266445698800071,Yes,PayPal,2-Day Shipping,Yes,Yes,0.8063857051669691,Credit Card,Fortnightly,1,11,1,40,3,7,1,1,4,0,1,1,2,3,0,1,1,1,1,3,Young Adult,0,-0.8360169101628441
1012,-0.07026745252801449,Male,Backpack,Accessories,-1.4679434662715363,Montana,L,Indigo,Spring,-1.1868620911794894,Yes,PayPal,Next Day Air,Yes,Yes,0.46025171034524953,Debit Card,Fortnightly,1,0,0,25,0,9,1,1,4,3,1,1,3,3,0,1,1,1,1,3,,1,-1.0052674178511787
1013,-1.0567435679321031,Male,Sandals,Footwear,-0.9612371119777348,New Mexico,L,Teal,Summer,0.06989123935025852,Yes,Cash,Express,Yes,Yes,0.11411771552353005,Credit Card,Annually,1,14,2,30,0,20,2,1,1,1,1,1,2,0,0,1,1,1,1,3,,1,-0.8627787697694441
1014,0.9819737372363467,Male,Belt,Accessories,0.3899798328057356,South Carolina,XL,Green,Summer,0.06989123935025852,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.39102491138090567,Venmo,Bi-Weekly,1,1,0,39,3,8,2,1,0,0,1,1,5,1,1,1,1,1,1,3,Young Adult,0,0.28035431257560495
1015,-1.0567435679321031,Male,Shoes,Footwear,1.5722946594912723,Ohio,M,Violet,Summer,-1.0472228322317396,Yes,Bank Transfer,Standard,Yes,Yes,0.7371589062026251,Debit Card,Fortnightly,1,17,2,34,1,22,2,1,0,4,1,1,3,3,1,1,1,1,1,3,,1,0.9050954716216832
1016,1.5738594064787998,Male,Gloves,Accessories,-1.5101689957960196,North Carolina,M,Cyan,Summer,0.48880901619350764,Yes,Debit Card,Standard,Yes,Yes,0.5987053082739373,Cash,Weekly,1,6,0,32,1,5,2,1,3,4,1,1,1,6,0,1,1,1,1,3,Young Adult,0,-0.9446199921776034
1017,-1.5828641628142837,Male,Belt,Accessories,-1.256815818649119,Idaho,XL,Blue,Summer,-0.4886657964407405,Yes,Cash,Express,Yes,Yes,-0.7166038720485968,Bank Transfer,Every 3 Months,1,1,0,11,3,2,2,1,1,1,1,1,0,2,0,0,1,1,1,3,,1,-3.0890889008847315
1018,-1.5170990884540112,Male,Jacket,Outerwear,-0.2856286395859996,Oklahoma,L,Orange,Fall,-1.7454191269704884,Yes,Cash,Express,Yes,Yes,-0.7858306710129406,Credit Card,Annually,1,10,3,35,0,14,0,1,1,1,1,1,2,0,0,0,1,1,1,3,,1,-1.3336580029312128
1019,0.3900880679938935,Male,Dress,Clothing,0.43220536233021906,Georgia,XL,Charcoal,Spring,1.605923087775507,Yes,Credit Card,Next Day Air,Yes,Yes,1.429426895846064,Cash,Weekly,1,5,1,9,3,4,1,1,2,3,1,1,1,6,1,1,1,1,1,3,Young Adult,0,0.1779042469107516
1020,-0.7936832704910128,Male,Shirt,Clothing,0.6855585394771198,Kentucky,S,Beige,Winter,-1.3265013501272394,Yes,Debit Card,Standard,Yes,Yes,0.5294785093095934,Venmo,Bi-Weekly,1,16,1,16,2,0,3,1,3,4,1,1,5,1,1,1,1,1,1,3,,1,0.4482302531904034
1021,-1.3198038653731934,Male,Scarf,Accessories,1.4878436004423052,Delaware,M,Black,Fall,1.0473660519845074,Yes,Bank Transfer,Express,Yes,Yes,1.0832929010243446,Debit Card,Annually,1,15,0,7,1,1,0,1,0,1,1,1,3,0,1,1,1,1,1,3,,1,0.7141787886430853
1022,0.7189134397952563,Male,Coat,Outerwear,-0.3700796986349665,Massachusetts,S,Lavender,Winter,1.605923087775507,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.9448393030956568,PayPal,Weekly,1,4,3,20,2,10,3,1,2,0,1,1,4,6,0,1,1,1,1,3,Young Adult,0,-0.19028806032760648
1023,1.1135038859568918,Male,Handbag,Accessories,-0.792334993879801,Nebraska,M,Lavender,Winter,1.605923087775507,Yes,Cash,Store Pickup,Yes,Yes,-1.2704182637633479,Cash,Annually,1,7,0,26,1,10,3,1,1,5,1,1,1,0,0,0,1,1,1,3,Young Adult,0,2.930035060698415
1024,1.1135038859568918,Male,Sunglasses,Accessories,0.47443089185470255,Maine,S,Turquoise,Winter,-0.3490265374929906,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.25257131345221784,Bank Transfer,Every 3 Months,1,22,0,18,2,21,3,1,0,2,1,1,0,2,1,1,1,1,1,3,Young Adult,0,0.37876557347231693
1025,-1.0567435679321031,Male,T-shirt,Clothing,0.2633032442322853,Pennsylvania,M,Purple,Summer,-0.3490265374929906,Yes,Debit Card,Free Shipping,Yes,Yes,-0.508923475155565,Venmo,Quarterly,1,24,1,37,1,17,2,1,3,2,1,1,5,5,1,0,1,1,1,3,,1,0.5361755875333187
1026,1.0477388115966193,Male,Shirt,Clothing,1.0233627756729873,Nebraska,M,Olive,Winter,1.605923087775507,Yes,Bank Transfer,Free Shipping,Yes,Yes,-0.7166038720485968,Credit Card,Annually,1,16,1,26,1,13,3,1,0,2,1,1,2,0,1,0,1,1,1,3,Young Adult,0,3.019915543557773
1027,0.32432299363362094,Male,Handbag,Accessories,1.4878436004423052,Virginia,L,Turquoise,Winter,-1.0472228322317396,Yes,Venmo,Express,Yes,Yes,0.9448393030956568,PayPal,Bi-Weekly,1,7,0,45,0,21,3,1,5,1,1,1,4,1,1,1,1,1,1,3,Young Adult,0,0.7650213557871139
1028,-0.7279181961307403,Male,Jewelry,Accessories,1.2767159528198881,Ohio,L,Teal,Summer,-1.3265013501272394,Yes,Cash,Next Day Air,Yes,Yes,-0.9935110679059723,Cash,Monthly,1,12,0,34,0,20,2,1,1,3,1,1,1,4,1,0,1,1,1,3,,1,3.019915543557773
1029,0.061262696192530657,Male,Hoodie,Clothing,-1.0034626415022183,Nebraska,S,Lavender,Summer,-0.06974801959749076,Yes,Venmo,Standard,Yes,Yes,-1.4780986606563795,Cash,Fortnightly,1,9,1,26,2,10,2,1,5,4,1,1,1,3,0,0,1,1,1,3,Young Adult,0,2.0988610177752203
1030,-0.9909784935718305,Male,Gloves,Accessories,-1.5946200548449865,Ohio,M,Purple,Spring,-0.20938727854524067,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.5294785093095934,Venmo,Bi-Weekly,1,6,0,34,1,17,1,1,2,0,1,1,5,1,0,1,1,1,1,3,,1,-1.0425906903162687
1031,0.9162086628760742,Male,Coat,Outerwear,1.2344904232954046,Kentucky,L,Blue,Winter,-0.6283050553884905,Yes,Credit Card,Next Day Air,Yes,Yes,0.8063857051669691,Debit Card,Quarterly,1,4,3,16,0,2,3,1,2,3,1,1,3,5,1,1,1,1,1,3,Young Adult,0,0.6834035609140836
1032,-1.4513340140937385,Male,Sandals,Footwear,-0.4123052281594499,Tennessee,M,Teal,Spring,-0.4886657964407405,Yes,Cash,Free Shipping,Yes,Yes,0.46025171034524953,Cash,Quarterly,1,14,2,41,1,20,1,1,1,2,1,1,1,5,0,1,1,1,1,3,,1,-0.28235216246517386
1033,0.7189134397952563,Male,Boots,Footwear,-1.0034626415022183,Maine,M,Lavender,Fall,0.3491697572457584,Yes,Bank Transfer,Free Shipping,Yes,Yes,1.2909732979173763,Credit Card,Quarterly,1,3,2,18,1,10,0,1,0,2,1,1,2,5,0,1,1,1,1,3,Young Adult,0,-0.4380071310365871
